datetime;open;high;low;close;volume
2024-01-25 20:30:00;193.85500;194.31000;193.75999;194.19000;5031642
2024-01-25 19:30:00;193.91499;194.13000;193.11250;193.85350;5204479
2024-01-25 18:30:00;194.70500;194.93500;193.75169;193.91110;5786472
2024-01-25 17:30:00;195.75;195.95740;194.10001;194.71001;7792813
2024-01-25 16:30:00;195.84000;196.26750;195.53000;195.74001;5865883
2024-01-25 15:30:00;195.36000;195.87000;195.14000;195.84000;6222253
2024-01-25 14:30:00;195.30499;195.59000;194.63000;195.35500;9104188
2024-01-24 20:30:00;194.65990;195.10001;194.34000;194.50999;4950346
2024-01-24 19:30:00;194.81000;195.21820;194.55000;194.65669;4745911
2024-01-24 18:30:00;195.66000;195.66010;194.69000;194.81000;4659865
2024-01-24 17:30:00;195.75270;196.080002;195.21500;195.65500;5360074
2024-01-24 16:30:00;195.41000;195.89999;195.34500;195.75;6119557
2024-01-24 15:30:00;195.99010;196.34000;195.27000;195.39999;6668217
2024-01-24 14:30:00;195.42000;196.38000;194.66000;196;11411670
2024-01-23 20:30:00;194.83501;195.25;194.65990;195.16000;5250835
2024-01-23 19:30:00;194.64500;195.19000;194.57001;194.83501;4587060
2024-01-23 18:30:00;195.050003;195.14999;194.57001;194.73399;3863074
2024-01-23 17:30:00;194.67000;195.24001;194.49500;195.054993;3772811
2024-01-23 16:30:00;194.32001;194.78000;194.20010;194.66499;3737253
2024-01-23 15:30:00;194.20000;194.57001;194;194.32001;5182788
2024-01-23 14:30:00;195.020004;195.75;193.82990;194.19501;10604009
2024-01-22 20:30:00;193.89999;193.92000;193.46001;193.87000;4882197
2024-01-22 19:30:00;194.39000;194.57001;193.70500;193.90010;4425371
2024-01-22 18:30:00;193.75999;194.5;193.74500;194.38000;4701837
2024-01-22 17:30:00;193.66319;194.14000;193.50999;193.75729;5093193
2024-01-22 16:30:00;193.78999;193.85500;193.029999;193.66750;5000034
2024-01-22 15:30:00;194.77000;195.33000;193.14999;193.78000;10872656
2024-01-22 14:30:00;192.42999;194.95000;192.42999;194.75;14810964
2024-01-19 20:30:00;191.43430;191.82001;191.32001;191.58000;5716572
2024-01-19 19:30:00;191.48000;191.74001;191.17000;191.43500;6438261
2024-01-19 18:30:00;190.93449;191.95000;190.92500;191.47000;6850175
2024-01-19 17:30:00;190.32001;190.99001;190.28000;190.93500;7184895
2024-01-19 16:30:00;189.89999;190.42999;189.33009;190.31500;5987140
2024-01-19 15:30:00;189.94000;190.16000;189.58000;189.91000;7573154
2024-01-19 14:30:00;189.33000;189.96500;188.82001;189.94009;16382763
2024-01-18 20:30:00;188.96001;188.99001;188.50999;188.73000;6982801
2024-01-18 19:30:00;188.92500;189.14000;188.70500;188.95990;7066159
2024-01-18 18:30:00;186.92999;188.95000;186.92000;188.92450;6516026
2024-01-18 17:30:00;187.92999;187.92999;186.75011;186.92500;5973240
2024-01-18 16:30:00;188.76500;188.78000;187.67999;187.92999;8302899
2024-01-18 15:30:00;187.46001;188.96001;187.27000;188.77000;11697457
2024-01-18 14:30:00;186.089996;187.64999;185.83000;187.45010;19756876
2024-01-17 20:30:00;182.20500;182.92999;182.17999;182.66000;4353739
2024-01-17 19:30:00;182.53780;182.68010;182.050095;182.20551;4778525
2024-01-17 18:30:00;182.11501;182.55000;181.37000;182.53560;5569336
2024-01-17 17:30:00;182.12000;182.53500;181.83000;182.12000;3345645
2024-01-17 16:30:00;181.81000;182.33000;181.48801;182.12000;4248713
2024-01-17 15:30:00;181.68500;182.065002;181.30000;181.80499;5778219
2024-01-17 14:30:00;181.27000;181.84000;180.30000;181.70000;12537805
2024-01-16 20:30:00;183.17999;183.63000;183.13499;183.61000;4776796
2024-01-16 19:30:00;182.45500;183.25999;182.27000;183.17000;4700690
2024-01-16 18:30:00;182.75;182.94991;182.14000;182.45860;6561011
2024-01-16 17:30:00;182.42000;182.92999;182.21001;182.73500;4292807
2024-01-16 16:30:00;183.96001;184.16000;182.38000;182.41499;5404103
2024-01-16 15:30:00;182.77000;184.25999;182.52000;183.95000;11408997
2024-01-16 14:30:00;182.5;182.85001;180.93401;182.75999;16725135
2024-01-12 20:30:00;185.52000;185.98000;185.46590;185.92000;4865441
2024-01-12 19:30:00;185.60330;185.61000;185.22000;185.51500;3823230
2024-01-12 18:30:00;185.80000;186.066895;185.60001;185.61000;2732716
2024-01-12 17:30:00;185.61501;185.84000;185.42999;185.79379;2308362
2024-01-12 16:30:00;185.875;185.92500;185.39000;185.62000;3521446
2024-01-12 15:30:00;185.80000;186.059998;185.19000;185.875;4645419
2024-01-12 14:30:00;186.059998;186.74001;185.48500;185.78999;8367726
2024-01-11 20:30:00;185.37000;185.77000;185.32001;185.58000;5030776
2024-01-11 19:30:00;185.52000;185.70000;184.75500;185.37000;4502053
2024-01-11 18:30:00;184.67000;185.53999;184.56000;185.51500;3924789
2024-01-11 17:30:00;184.074997;184.77721;184.074997;184.65500;4000614
2024-01-11 16:30:00;184.18500;184.45000;183.83501;184.050003;3849444
2024-01-11 15:30:00;184.36501;184.88000;183.83501;184.19000;5619114
2024-01-11 14:30:00;186.53999;187.050003;183.62000;184.37000;13337967
2024-01-10 20:30:00;185.83000;186.27000;185.27000;186.14000;5937690
2024-01-10 19:30:00;185.63000;186.39999;185.62000;185.82500;7533201
2024-01-10 18:30:00;184.38000;185.67999;184.35500;185.625;3976057
2024-01-10 17:30:00;184.27000;184.57500;184.080002;184.375;3133102
2024-01-10 16:30:00;184.51500;184.55000;184.050003;184.27000;3427864
2024-01-10 15:30:00;184.54500;185.0099945;184.22250;184.50999;5574178
